CERT_ID,CERT_NAME,URL,ACRONYM,KEYWORD,TRAINING,EITHER,EXAM,RENEWAL,CEU,REEXAM,CPD,CERT_ANY,EXAM_DETAILS,TYPE,TYPEORDER,ORG_ID,ORG_NAME,ORG_ADDRES,ORG_PHONE1,EXT,ORG_PHONE2,ORG_FAX,ORG_EMAIL,ORG_WEBPAG,ORG ACRONYM,CERT_DESCRIPTION
13194,Building Energy Modeling Professional,https://www.ashrae.org/professional-development/ashrae-certification/certification-types/bemp-building-energy-modeling-professional-certification,BEMP,  ,1,,1,3 ,0,1,1,0,,Advanced,B,1753,ASHRAE,"180 Technology Parkway Peachtree Corners, GA 30092",404-636-8400,,800-527-4723,404-321-5478,,https://www.ashrae.org/,,"The BEMP certification, an ANSI-Accredited Personnel Certification Program under ISO/IEC 17024 (#1139), validates competency to model new and existing building and systems with the full range of physics; and evaluate, select, use, calibrate and interpret the results of energy modeling software where applied to building and systems energy performance and economics."
6805,Building Energy Modeling Professional Certification,https://www.ashrae.org/professional-development/ashrae-certification/certification-types/bemp-building-energy-modeling-professional-certification,BEMP,Energy modeling  ,1,,1,3 ,0,0,1,1,,Advanced,B,0958,"American Society of Heating, Refrigerating and Air-Conditioning Engineers","1791 Tullie Circle, N.E. Atlanta, GA 30329",800-527-4723,,404-636-8400,404-321-5478,ashrae@ashrae.org,https://www.ashrae.org/,ASHRE,"The purpose of this program is to certify individuals' ability to evaluate, choose, use, calibrate, and interpret the results of energy modeling software when applied to building and systems energy performance and economics and to certify individuals' competence to model new and existing buildings and systems with their full range of physics."
13536,Building Envelope Installer Technician,https://www.icbcertified.org/certification/,BEI-T,  ,1,,1,2 ,1,0,0,0,,Advanced,B,1625,International Certification Board,"3180 Fairview Park Dr #400, Falls Church, VA 22042",703-299-5646,,,,dsmith@icbcertified.org,https://www.icbcertified.org/,ICB,"The Building Envelope Installer Technician is knowledgeable of field installation techniques for architectural sheet metal components and how they resist air, water, heat, light and noise transfer between the conditioned and unconditioned environment of a building."
13429,Building Moisture Inspection,https://iicrc.org/bmi/,BMI,  ,0,,1,1 ,1,0,0,0,,Specialty,C,0568,Institute of Inspection Cleaning and Restoration Certification,"2715 E. Mill Plain Boulevard, Vancouver, WA 98661",360-693-5675,,,360-693-4858,info@iicrc.org,https://iicrc.org/,IICRC,"The Building Moisture Inspection (BMI) certification covers thermography in water damage restoration, mold remediation, building envelope diagnostics, indoor air quality consultation, and other related professions. The certification's emphasis is on the physics of infrared radiation, thermodynamics principles, psychrometry principles, and the use of infrared camera equipment to those who perform IR inspections in the field. Upon achieving certification, you demonstrate that you are adequately equipped to collect and interpret infrared images, thus using thermography as a primary technology for the inspection, cleaning, and restoration of building envelopes. ."
10816,Building Operators Certification - Level I,https://nweei.org/degree/building-operator-certification/,BOC-I,  ,1,,1,  ,,,,,,Core,A,1581,Northwest Water & Education Institute,"101 W 10th Ave Eugene, OR 97401",1-541-463-3670,,,,info@nweei.org,https://nweei.org/,NWEEI,"BOC is a professional development program created by The Northwest Energy Efficiency Council (NEEC), and delivered in Oregon by NWEEI. It is designed for operations and maintenance staff working in public or private commercial buildings. It provides education to individuals in energy and resource-efficient operation of building systems at two levels: BOC is ideal for operations and maintenance staff working in public or private commercial buildings."
10817,Building Operators Certification - Level II,https://nweei.org/degree/building-operator-certification/,BOC-II,  ,1,,1,  ,,,,,,Advanced,B,1581,Northwest Water & Education Institute,"101 W 10th Ave Eugene, OR 97401",1-541-463-3670,,,,info@nweei.org,https://nweei.org/,NWEEI,"BOC is a professional development program created by The Northwest Energy Efficiency Council (NEEC), and delivered in Oregon by NWEEI. It is designed for operations and maintenance staff working in public or private commercial buildings. It provides education to individuals in energy and resource-efficient operation of building systems at two levels"
14487,Building Performance Instruments,https://nc3.net/wp-content/uploads/2019/01/Building-Performance-Instruments.pdf,,  ,0,,1,,1,,,,,Core,A,1918,Snap-on Industrial,,405-410-9929,,,,,https://www.snapon.com/Industrial-Certification,,
3403,Building Plans Examiner,https://www.iccsafe.org/certification-exam-catalog/,BPE,building plans; plans; building inspector; code; construction ,,1,1,3 ,1,0,0,0,,Core,A,0282,International Code Council,"5203 Leesburg Pike, Suite 600, Falls Church, VA 22041",888-422-7233,33806,703-931-4533,703-379-1546,webmaster@iccsafe.org,https://www.iccsafe.org/,ICC,
12017,Business Class Services Specialist,https://account.scte.org/education/certification/certification-exam-catalog/,BCSS,  ,,,1,3 ,1,1,0,1,,Core,A,0153,Society of Cable Telecommunications Engineers,"140 Phillips Road, Exton, PA 19341-1318",800-542-5040,,610-363-6888,610-363-5898,scte@scte.org,https://www.scte.org,SCTE,The BCSS certification describes the knowledge of an experienced technician who will perform business-level installations for small to medium business class customers. Successful candidates have the knowledge to install and troubleshoot as required to repair or restore the customer's business service.
10970,Business Class Services Specialist v2.0,https://account.scte.org/education/certification/certification-exam-catalog/business-class-services-specialist-v2-online-exam/,BCSS,  ,,,1,3 ,1,1,0,1,,Specialty,C,0153,Society of Cable Telecommunications Engineers,"140 Phillips Road, Exton, PA 19341-1318",800-542-5040,,610-363-6888,610-363-5898,scte@scte.org,https://www.scte.org,SCTE,"The SCTE Business Class Services Specialist (BCSS) v2.0 certification describes the knowledge of a technician who will install and troubleshoot business services for small to medium businesses. The successful certification candidate will have the business services knowledge to instill employer confidence, employee value, and impact the metrics of the customer experience.
    Enterprise Voice
    Ethernet Services
    Performance Verification
    Fault Management
    Customer Service
    HFC Networks
    Networking Fundamentals
    Managed Services"
12054,Business Continuity Management Systems Auditor,https://exemplarglobal.org/certification/business-continuity-management-systems-iso-22301-auditor/,BCMS,  ,1,,1,  ,0,0,1,0,,Specialty,C,0418,Exemplar Global,"600 N. Plankinton Avenue, Suite 301  Milwaukee , WI 53201-0602",1-888-722-2440,,1-414-272-3937,1-414-765-8661,info@exemplarglobal.org,https://exemplarglobal.org/,,"Exemplar Global's Business Continuity Management Systems Certification Program can give you the international recognition you need to stand out from the crowd.  Through extensive examination of your knowledge and personal attributes, Exemplar Global's Business Continuity Management Systems Certification Program can give you proof of your competence to effectively audit BCMS and give you assurance that your audits will be accepted globally."
9250,Business Process Management 2,https://www.omg.org/certification/bpm/,BMP,BPM Business advanced ,,,1,  ,0,0,0,0,,Core,A,1479,Object Management Group,"109 Highland Ave Needham, MA 02494",781-444-0404,,,781-444-0320,info@omg.org,https://www.omg.org/,OMG,"OCEB tests not only a candidate's knowledge of the domain's standards (such as BPMN&trade;, BMM, and BPMM), but also aspects of the application of those standards in the field, and of industry best practices, over a wide range of business process- related topics."
13941,Business Tax Certification,https://www.nacpb.org/product/business-tax-certification,,Business  ,1,,1,  ,,,,,"The exam is used to test the candidate&#39;s competency. The exam consists of 50 multiple choice questions and simulations. To pass the exam, you must receive a minimum of 75% (37 out of 50 questions).",Core,A,1498,National Association of Certified Public Bookkeepers,"1838 N 1075 W Suite 300 Farmington, UT 84025",,,,,info@certifiedpublicbookkeeper.org,https://www.nacpb.org/,NACPB,"The Certification assures employers of your tax knowledge and skill.

The nationally recognized Business Tax Certification helps you:

Distinguish yourself,
Build credibility,
Validate business tax knowledge, and
Demonstrate business tax skill."
13499,C Sawyer,https://www.fs.usda.gov/managing-land/trails/trail-management-tools/national-saw-program,,  ,1,,1,3 ,0,1,0,0,,Advanced,B,1796,Forest Service,"1400 Independence Ave., SW Washington, D.C.,  20250-0003",800-832-1355,,,,,https://www.fs.usda.gov/,USDA,"The module-based training focuses on ""Developing a Thinking Sawyer"" and emphasizes risk management, human factors, and sawyer safety. Forest Service sawyers can still attend approved training courses until the new program is finalized.

A Crosscut Sawyer Trainee is someone who has no formal training and is required to work under direct
supervision of a B or C sawyer. They function as a ""helper"" to assist a more experienced sawyer in
bucking situations. They must wear all required Personal Protective Equipment (PPE)."
14786,C-201 Electrical Systems 1,https://www.saca.org/smart-automation-certifications/saca-micro-credential-descriptions/#c201,C-201,  ,0,,1,,0,0,0,0,,Product/Equipment,D,1701,Smart Automation Certification Alliance,"3500 PNC Tower Louisville, KY 40202",502-630-3309,,,,Contact@saca.org,https://www.saca.org/,SACA,"Prepares individuals to connect, adjust, operate, troubleshoot, and analyze electrical circuits using basic electrical components: resistors, capacitors, inductors, DC motors, solenoids, manual switches, relays, fuses, circuit breakers, transformers, and indicators. Other key skills include: adhering to electrical safety rules, reading electrical circuit diagrams, applying Ohm's Law and Kirchoff's Law, using digital multimeters, interpreting series/parallel circuits, and assessing power/circuit protection."
14861,C-322 Visualization and Data Acquisition 1,https://www.saca.org/smart-automation-certifications/saca-micro-credential-descriptions/,,  ,0,,1,,0,0,0,0,,Product/Equipment,D,1701,Smart Automation Certification Alliance,"3500 PNC Tower Louisville, KY 40202",502-630-3309,,,,Contact@saca.org,https://www.saca.org/,SACA,Prepares individuals to operate process visualization software; configure and test OPC UA server software to communicate to a process device via Ethernet; configure and test OPC UA server software to communicate process data to visualization software; create a project in process visualization software; add basic screen objects to process visualization project software; add dynamic analog objects to a process visualization project software; and add alarms to a process visualization project software.
13319,CAM Turning Programmer,https://www2.nims-skills.org/?q=credentials/cam-turning-i#,,  ,,,1,  ,0,0,0,0,,Core,A,0137,National Institute for Metalworking Skills,"10565 Fairfax Boulevard, Suite 203, Fairfax,  VA  22030",703-352-4971,,,703-352-4991,NIMS@nims-skills.org,https://www.nims-skills.org/,NIMS,"Competencies:
Develop process plans to program parts requiring turning.
Create and edit 2D model sketches.
Generate 2D turning toolpath to geometric (solid) models.
Create turning machine operator documentation."
14811,CAM for 3 Axis Milling,https://www.autodesk.com/certification/all-certifications/cam-turning-associate,,  ,0,,1,2 ,0,1,0,0,,Product/Equipment,D,0914,"Autodesk, Inc.","111 McInnis Parkway San Rafael, CA 94903",415-507-5000,,,415-507-5100,,https://www.autodesk.com/,,"The Autodesk Certified Associate in CAM for Turning certification is designed for individuals who want to validate their skills in computer-aided manufacturing (CAM) for turning operations using Autodesk Fusion 360. The certification covers essential skills such as planning and setting up work, defining CAM setup, machine, and stock, creating and optimizing toolpaths, and simulation and verification.


Developed for candidates who have advanced skills and can solve complex challenges in workflow and design. The certification highlights a comprehensive skill set and helps candidates stand out in a competitive job market."
5704,CCDE Design Expert,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/design/ccde/index.html#tabs-35d568e0ff-item-194f491212-tab,CCDE,Cisco design expert,1,,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"CCDE Assesses advanced Network Infrastructure Design Principles and Fundamentals for large networks. A CCDE can demonstrate an ability to develop solutions which address planning, design, integration, optimization, operations, security and ongoing support focused at the infrastructure level for customer networks."
10839,CCIE Collaboration Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/collaboration/ccie-collaboration/index.html#tabs-35d568e0ff-item-194f491212-tab,CCIE,  ,1,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Collaboration certification proves your skills with complex collaboration solutions. To earn CCIE Collaboration certification, you pass two exams: a qualifying exam that covers core collaboration technologies, and a hands-on lab exam that covers enterprise collaboration solutions through the entire network lifecycle, from designing and deploying to operating and optimizing."
8689,CCIE Data Center,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/datacenter/ccie-data-center/index.html#tabs-35d568e0ff-item-194f491212-tab,,networks data center computer network architect,0,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Advanced,B,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Data Center certification proves your skills with complex data center solutions. To earn CCIE Data Center certification, you pass two exams: a qualifying exam that covers core data center technologies, and a hands-on lab exam that covers data center networks through the entire network lifecycle, from designing and deploying to operating and optimizing."
2964,CCIE Enterprise Infrastructure Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccie-enterprise-infrastructure/index.html#tabs-a107e9a621-item-3f7ee2b544-tab,CCIE,CISCO network; communications; cisco network services,0,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Enterprise Infrastructure certification proves your skills with complex enterprise infrastructure solutions. To earn CCIE Enterprise Infrastructure certification, you pass two exams: a qualifying exam that covers core enterprise infrastructure technologies, and a hands-on lab exam that covers enterprise networks through the entire network lifecycle, from designing and deploying to operating and optimizing."
5791,CCIE Enterprise Wireless Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccie-enterprise-wireless/index.html#tabs-35d568e0ff-item-194f491212-tab,CCIE,Wireless CISCO Networks,0,,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Enterprise Wireless certification proves your skills with complex enterprise wireless solutions. To earn CCIE Enterprise Wireless certification, you pass two exams: a qualifying exam that covers core enterprise technologies, and a hands-on lab exam that covers enterprise wireless networks through entire network lifecycle, from designing and deploying to operating and optimizing."
5407,CCIE Security Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccie-security/index.html#tabs-7edb32179e-item-d43da2dc1e-tab,CCIE,"CISCO Design, Create, Implement, Specialist, Administrator,",0,1,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Security certification proves your skills with complex security solutions. To earn CCIE Security certification, you pass two exams: a qualifying exam that covers core security technologies, and a hands-on lab exam that covers security technologies and solutions through the entire network lifecycle, from designing and deploying to operating and optimizing."
0649,CCIE Service Provider,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/service-provider/ccie-service-provider/index.html#tabs-35d568e0ff-item-194f491212-tab,CCIE,computer network service provider CISCO,0,,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCIE Service Provider certification proves your skills with complex service provider solutions. To earn CCIE Service Provider certification, you pass two exams: a qualifying exam that covers core service provider technologies, and a hands-on lab exam that covers service provider technologies through the entire network lifecycle, from designing and deploying to operating and optimizing."
10825,CCNA Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html#tabs-35d568e0ff-item-194f491212-tab,CCNA,IT Networks Automation,0,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a &lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"To earn CCNA certification, you pass one exam that covers a broad range of fundamentals for IT careers, based on the latest networking technologies, software development skills, and job roles."
10833,CCNP Collaboration Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/collaboration/ccnp-collaboration/index.html#tabs-35d568e0ff-item-194f491212-tab,,  ,0,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Connect from everywhere, work anywhere. Collaboration technologies are enabling us to live and work remotely. Earning your CCNP Collaboration certification proves you have what it takes to build the solutions empowering our hybrid world.

Test your knowledge and skills with collaboration technologies such as the Cisco Internetwork Operations System XE gateway, call control, Quality of Service, and more on the CLCOR exam and showcase your specialty with a concentration exam of your choice. Pass both exams to earn your certification."
10832,CCNP Data Center Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/datacenter/ccnp-data-center/index.html#tabs-35d568e0ff-item-194f491212-tab,,  ,0,,1,3 ,1,1,0,1,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"The creation of enterprise-sized data requires professionals who can implement effective solutions in enterprise-class data centers. A CCNP Data Center certification from Cisco is proof that you have the skills necessary to run an effective data center.

Test your knowledge of the implementation of core data center technologies including network, compute, storage network, automation, and security on the DCCOR exam and show off your specialty with a concentration exam of your choice. Pass both exams to earn your certification."
0651,CCNP Enterprise Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccnp-enterprise/index.html#tabs-7edb32179e-item-d43da2dc1e-tab,,networks routing switching,0,,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCNP Enterprise certification proves your skills with enterprise networking solutions. To earn CCNP Enterprise certification, you pass two exams: one that covers core enterprise technologies and one enterprise concentration exam of your choice, so you can customize your certification to your technical area of focus."
7711,CCNP Security Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html#tabs-7edb32179e-item-d43da2dc1e-tab,,Network professional Security ,0,,1,3 ,0,1,0,0,Most Cisco certification exams are delivered in a proctored environment at a&amp;nbsp;&lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/test-taker.aspx&quot; target=&quot;_blank&quot;&gt;Pearson VUE&amp;reg; Authorized Test Center&lt;/a&gt;.,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Cyberthreats are ever-evolving, which means our response must evolve too. When you earn your CCNP Security certification, you prove that you can step into the cybersecurity environment and protect the networks and data that clients rely on.

Showcase your knowledge of enterprise infrastructure, virtualization, assurance, security, and automation on the SCOR exam and then demonstrate your specialist skills in a concentration exam of your choice. Pass both exams to earn your certification."
8691,CCNP Service Provider Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/service-provider/ccnp-service-provider/index.html#tabs-35d568e0ff-item-194f491212-tab,,Routing Networks VPN,,,1,3 ,1,1,0,1,,Product/Equipment,D,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Achieving CCNP Service Provider certification proves your skills with service provider solutions. To earn CCNP Service Provider certification, you pass two exams: one that covers core service provider technologies and one service provider concentration exam of your choice, so you can customize your certification to your technical area of focus."
8696,CCT Data Center,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/technician/index.html#tabs-35d568e0ff-item-194f491212-tab,,"CCT Data Center, support, servers, software  ",0,,1,3 ,1,1,0,1,,Core,A,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"The CCT Data Center certification focuses on the skills required for onsite support and maintenance of Cisco Unified Computing Systems and servers.  Technicians in this area must be able to identify Cisco Unified Computing System components and servers, accessories, cabling and interfaces; understand the Cisco UCS and NX-OS operating modes and identify commonly-found software; and be able to use the Cisco Graphical User Interface to connect and service product components."
8695,CCT Routing & Switching Certification,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/technician/index.html#tabs-35d568e0ff-item-194f491212-tab,,CCT Routing & Switching Certification  ,0,,1,3 ,1,1,0,1,,Core,A,0131,"Cisco Systems, Inc.","170 West Tasman Dr., San Jose, CA 95134",800-553-6387,,408-526-4000,,ciscotraining@cisco.com,https://www.cisco.com,Cisco,"Cisco CCT Routing & Switching certification focuses on the skills required for onsite support and maintenance of Cisco routers, switches, and operating environments. Technicians in this area must be able to identify Cisco router and switch models, accessories, cabling, and interfaces; understand the Cisco IOS Software operating modes and identify commonly found software; and be able to use the Cisco Command Line Interface (CLI) to connect and service products."
13315,CEDIA Certified Cabling & Infrastructure Technician,https://cedia.org/smart-home-professionals/certifications/cit-certification/,CIT,  ,0,,1,3 ,0,1,,,,Core,A,1189,Custom Electronic Design and Installation Association,,(317) 328-4336,,(800) 669-5329,(317) 735-4012,msheehan@cedia.org,https://cedia.org/,CEDIA,"This certification represents a technician whose primary task is to perform basic infrastructure wiring for low-voltage technology systems in a residential or commercial setting. Certified technicians are able to use proper tools and techniques, follow instructions per project documentation, and operate in a safe and professional manner on the jobsite. They understand the basic function of wiring and termination components being installed and are aware of common equipment and systems applications which they may assist with mounting and installing during later phases of a project. While these individuals typically work under supervision, this certification indicates to employers that they are jobsite ready, can work billable hours performing cabling and installation support, and have foundational knowledge to support additional training on equipment and technology systems."
13316,CEDIA Certified Integrated Systems Technician,https://cedia.org/smart-home-professionals/certifications/ist-certification/,IST,  ,0,,1,3 ,1,1,,,,Advanced,B,1189,Custom Electronic Design and Installation Association,,(317) 328-4336,,(800) 669-5329,(317) 735-4012,msheehan@cedia.org,https://cedia.org/,CEDIA,"This certification represents a technician who can work independently to perform all functions related to the pre-wire (First Fix) and trim-out (Second Fix) phases of a project including troubleshooting common errors and verifying system functionality. Certified technicians follow best practices to properly mount and install a wide range of home technology equipment in racks and throughout a residence. They understand the basic concepts of how audio, video, and communication and control devices work, and perform the basic configuration of various integrated systems and equipment. This certification indicates to employers that a person has experience, possesses a broad range of essential technical skills, and is able to pursue more specialized and advanced training on specific technology systems."
6953,CEDIA Electronic Systems Certified Designer,https://cedia.org/smart-home-professionals/certifications/esc-d-certification/,ESC-D,"Electronics, Designer, CEDIA,",0,,1,3 ,1,0,0,0,,Advanced,B,1189,Custom Electronic Design and Installation Association,,(317) 328-4336,,(800) 669-5329,(317) 735-4012,msheehan@cedia.org,https://cedia.org/,CEDIA,"Selecting products, creating schematics and drawings, forming budgets, and developing programming. These are just some of the everyday tasks of an electronic systems designer. These individuals bridge the gap between the client and the installation professionals, focusing on the overall system design and project completion. Electronic systems designers who are ready to take the CEDIA Electronic Systems Certified Designer exam should be well-versed in design documentation, project design, needs analysis, and design management. Most electronic systems designers who sit for the exam have a minimum of five years of experience."
6952,CEDIA Electronic Systems Certified Networking Specialist,https://cedia.org/smart-home-professionals/certifications/residential-networking-specialist-certification/,ESC-N,"Electronic systems, Advanced technician, CEDIA,",0,,1,3 ,1,0,0,0,,Advanced,B,1189,Custom Electronic Design and Installation Association,,(317) 328-4336,,(800) 669-5329,(317) 735-4012,msheehan@cedia.org,https://cedia.org/,CEDIA,"Demonstrate mastery of design, installation, and configuration of the home network. Virtually all technologies in the home are becoming part of the home network. If you think you've mastered the fundamentals of residential networking, including infrastructure, design, and configuration, then consider taking the CEDIA Electronic Systems Certified Networking Specialist (ESC-N) exam. Electronic systems technicians who are prepared to take the ESC-N exam have experience with wireless home networking, including advanced networking techniques such as VLANS, QoS, and remote access. CEDIA recommends passing the IST exam and having at least two years of networking experience in the residential field before taking the ESC-N exam."
15127,CHIVA: Non-Destructive Venous Insufficiency Platform,https://www.apca.org/certifications-examinations/chiva/,CHIVA,  ,1,,1,5 ,0,0,1,0,,Advanced,B,1983,Alliance for Physician Certification & Advancement,,240-631-8151,,,,,https://www.apca.org/,APCA,
7422,CIW Certified Web Design Professional,https://ciwcertified.com/courses/ict-web-design-essentials/,,CIW Web design ,1,,1,  ,,,,,,Advanced,B,0791,Certified Internet Web Professionals,"1230 W. Washington Street Suite 111, Tempe, AZ 85281",602-275-7700,,1-800-228-1027,,,https://ciwcertified.com/,CIW,"Certified CIW Web Design Professionals must prove their understanding in the areas of Web site design and e-commerce. They must be able to develop and maintain Web sites using authoring and scripting languages, create content and digital media, and employ standards and technologies for business-to-business and business-to-consumer e-commerce Web sites."
7424,CIW E-Commerce Specialist,https://ciwcertified.com/courses/ciw-ecommerce-services-specialist/,,CIW E-commerce ,0,,1,  ,,,,,"To take an exam in Pearson VUE, CIW exam candidates must complete a registration process with either Pearson VUE, schedule an exam appointment. Pearson VUE Candidates can register for CIW exams at the CIW exam registration page at &lt;a href=&quot;http://www.pearsonvue.com/CIW&quot; target=&quot;_blank&quot;&gt;www.pearsonvue.com/CIW&lt;/a&gt;.",Core,A,0791,Certified Internet Web Professionals,"1230 W. Washington Street Suite 111, Tempe, AZ 85281",602-275-7700,,1-800-228-1027,,,https://ciwcertified.com/,CIW,"To stand out as an increasingly valuable member of a Web or marketing team, you need a working knowledge of e-commerce standards. The E-Commerce Strategies and Practices course is for the individual who already understands the foundations of Web technologies and wants to become proficient in e-commerce practices and site design."
7426,CIW JavaScript Specialist,https://hvf.833.myftpupload.com/courses/ciw-javascript-specialist/,,CIW JavaScript specialist ,1,,1,  ,,,,,,Advanced,B,0791,Certified Internet Web Professionals,"1230 W. Washington Street Suite 111, Tempe, AZ 85281",602-275-7700,,1-800-228-1027,,,https://ciwcertified.com/,CIW,"The CIW JavaScript Specialist course teaches developers how to use the features of the JavaScript language to design client-side, platform-independent solutions. Students will also understand and use the most popular applications of JavaScript. These specialized Web language skills can help you begin or grow a career in advanced Web development and technologies."
7425,CIW Web Development Professional,https://ciwcertified.com/courses/ciw-site-development-associate/,,CIW Web development ,1,,1,  ,0,0,0,0,,Advanced,B,0791,Certified Internet Web Professionals,"1230 W. Washington Street Suite 111, Tempe, AZ 85281",602-275-7700,,1-800-228-1027,,,https://ciwcertified.com/,CIW,"The CIW Web Development Professional certification program is an ambitious journey for the individual who wants to excel in a career in Web and IT technologies. The essential combination of a front-end scripting language, a back-end programming language and the skills to integrate them with a database is what makes a Web Development Professional. Because of this diversity, this individual will become a valuable corporate IT team member."
